city_development_index,experience_num,last_new_job_num,company_size_num,education_num,company_type_was_missing,company_size_was_missing,gender_was_missing,gender_Female,gender_Male,gender_Other,gender_Unknown,relevent_experience_Has relevent experience,relevent_experience_No relevent experience,enrolled_university_Full time course,enrolled_university_Part time course,enrolled_university_no_enrollment,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,major_discipline_Unknown,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown,target,training_hours_log,career_stage_num,stability_score,upskilling_intensity
0.913,21.0,3.0,6.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.1780538303479458,2,0.675,0.144456992288543
0.624,2.0,0.0,0.0,3.0,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,3.2188758248682006,0,0.0,1.0729586082894003
0.624,5.0,0.0,0.0,2.0,1,1,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,3.295836866004329,1,0.0,0.5493061443340549
0.926,16.0,5.0,2.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.9444389791664403,2,0.625,0.17320229289214353
0.92,1.0,0.0,3.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.672828834461906,0,0.1875,2.336414417230953
0.624,2.0,2.0,7.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.0794415416798357,0,0.6375,0.6931471805599453
0.624,7.0,0.0,8.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,3.1780538303479458,1,0.5,0.3972567287934932
0.8270000000000001,4.0,1.0,0.0,3.0,1,1,0,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,4.890349128221754,1,0.1,0.9780698256443507
0.843,11.0,1.0,4.0,4.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.23410650459726,2,0.35,0.3528422087164383
0.926,11.0,2.0,4.0,4.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.9318256327243257,2,0.45,0.3276521360603605
0.804,10.0,1.0,0.0,4.0,1,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.8918202981106265,1,0.1,0.35380184528278424
0.7759999999999999,0.0,1.0,6.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,4.189654742026425,0,0.475,4.189654742026425
0.624,5.0,1.0,6.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.6390573296152584,1,0.475,0.43984288826920975
0.855,4.0,0.0,0.0,2.0,1,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,3.1354942159291497,1,0.0,0.62709884318583
0.624,14.0,1.0,5.0,3.0,0,0,1,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,5.003946305945459,2,0.4125,0.33359642039636395
0.92,5.0,2.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,4.290459441148391,1,0.2,0.7150765735247319
0.887,11.0,1.0,1.0,2.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1.0,2.1972245773362196,2,0.1625,0.18310204811135164
0.624,18.0,2.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,4.23410650459726,2,0.3875,0.22284771076827684
0.92,21.0,3.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.713572066704308,2,0.55,0.16879873030474127
0.92,19.0,5.0,7.0,3.0,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.955827057601261,2,0.9375,0.24779135288006304
0.92,5.0,1.0,0.0,3.0,1,1,0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.2188758248682006,1,0.1,0.5364793041447001
0.92,21.0,5.0,4.0,3.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.418840607796598,2,0.75,0.20085639126348173
0.91,12.0,3.0,7.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.0,4.983606621708336,2,0.7375,0.38335435551602587
0.92,10.0,2.0,2.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0,5.332718793265369,1,0.325,0.484792617569579
0.926,1.0,1.0,8.0,2.0,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.0,5.030437921392435,0,0.6,2.5152189606962176
0.926,21.0,4.0,4.0,5.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,3.7612001156935624,2,0.65,0.17096364162243466
0.92,12.0,4.0,0.0,3.0,1,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.9318256327243257,2,0.4,0.3024481255941789
0.884,3.0,0.0,0.0,3.0,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,4.672828834461906,0,0.0,1.1682072086154764
0.926,16.0,2.0,6.0,4.0,0,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,2.70805020110221,2,0.575,0.1592970706530712
0.924,4.0,2.0,2.0,2.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,3.6109179126442243,1,0.325,0.7221835825288448
0.624,6.0,1.0,3.0,4.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1.0,4.727387818712341,1,0.2875,0.6753411169589059
0.6659999999999999,9.0,0.0,3.0,3.0,0,0,1,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.0,4.6913478822291435,1,0.1875,0.4691347882229143
0.624,9.0,3.0,7.0,4.0,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,2.0794415416798357,1,0.7375,0.20794415416798356
0.624,5.0,0.0,0.0,4.0,1,1,0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,3.295836866004329,1,0.0,0.5493061443340549
0.624,5.0,0.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,4.477336814478207,1,0.25,0.7462228024130345
0.92,19.0,4.0,8.0,3.0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0,3.970291913552122,2,0.9,0.1985145956776061
0.5579999999999999,15.0,5.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1.0,3.044522437723423,2,0.5,0.19028265235771394
0.923,11.0,1.0,2.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.091042453358316,2,0.225,0.257586871113193
0.5579999999999999,4.0,1.0,0.0,3.0,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,4.532599493153256,1,0.1,0.9065198986306513
0.6659999999999999,10.0,2.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.634728988229636,1,0.45,0.4213389989299669
0.794,5.0,5.0,8.0,3.0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,3.295836866004329,1,1.0,0.5493061443340549
0.924,3.0,2.0,1.0,4.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0,2.0794415416798357,0,0.2625,0.5198603854199589
0.926,4.0,1.0,8.0,2.0,0,0,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,3.784189633918261,1,0.6,0.7568379267836522
0.924,21.0,1.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.828641396489095,2,0.35,0.17402915438586797
0.754,2.0,2.0,3.0,3.0,0,0,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0,3.970291913552122,0,0.3875,1.3234306378507072
0.92,21.0,2.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,2.995732273553991,2,0.2,0.1361696487979087
0.624,2.0,1.0,2.0,3.0,0,0,1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,3.4965075614664802,0,0.225,1.1655025204888267
0.767,21.0,5.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1.0,3.295836866004329,2,0.75,0.14981076663656043
0.855,6.0,1.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,4.51085950651685,1,0.1,0.6444085009309786
0.939,6.0,3.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.258096538021482,1,0.55,0.46544236257449745
0.8270000000000001,13.0,1.0,1.0,4.0,1,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,2.772588722239781,2,0.1625,0.19804205158855578
0.887,21.0,5.0,4.0,4.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,3.8918202981106265,2,0.75,0.17690092264139212
0.55,3.0,1.0,0.0,2.0,1,1,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,4.59511985013459,0,0.1,1.1487799625336474
0.865,10.0,2.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,4.962844630259907,1,0.3875,0.45116769365999154
0.855,4.0,4.0,8.0,4.0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,2.6390573296152584,1,0.9,0.5278114659230517
0.91,15.0,5.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.871201010907891,2,0.5,0.2419500631817432
0.91,14.0,1.0,5.0,4.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0,3.367295829986474,2,0.4125,0.22448638866576495
0.698,2.0,0.0,0.0,3.0,0,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1.0,5.43372200355424,0,0.0,1.8112406678514132
0.6659999999999999,21.0,4.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.1354942159291497,2,0.4,0.1425224643604159
0.624,0.0,0.0,0.0,3.0,1,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,2.9444389791664403,0,0.0,2.9444389791664403
0.8270000000000001,2.0,1.0,2.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.4011973816621555,0,0.225,1.1337324605540517
0.855,5.0,1.0,4.0,4.0,1,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.8501476017100584,1,0.35,0.6416912669516764
0.55,0.0,0.0,0.0,3.0,1,1,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,2.5649493574615367,0,0.0,2.5649493574615367
0.92,5.0,2.0,4.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.8903717578961645,1,0.45,0.4817286263160274
0.893,5.0,2.0,3.0,4.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.189654742026425,1,0.3875,0.6982757903377376
0.92,3.0,1.0,4.0,3.0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,3.58351893845611,0,0.35,0.8958797346140275
0.855,9.0,3.0,8.0,3.0,0,0,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.70805020110221,1,0.8,0.270805020110221
0.92,2.0,1.0,1.0,4.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0,1.6094379124341003,0,0.1625,0.5364793041447001
0.92,15.0,5.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.5649493574615367,2,0.6875,0.16030933484134605
0.92,21.0,2.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.6913478822291435,2,0.3875,0.21324308555587015
0.92,21.0,1.0,0.0,3.0,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,4.919980925828125,2,0.1,0.22363549662855114
0.92,5.0,1.0,2.0,3.0,1,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.332204510175204,1,0.225,0.555367418362534
0.7959999999999999,4.0,1.0,3.0,4.0,0,0,1,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.0,4.31748811353631,1,0.2875,0.863497622707262
0.884,15.0,1.0,2.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0,4.465908118654584,2,0.225,0.2791192574159115
0.866,0.0,2.0,2.0,3.0,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.430816798843313,0,0.325,4.430816798843313
0.92,4.0,3.0,0.0,2.0,1,1,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,4.330733340286331,1,0.3,0.8661466680572663
0.698,11.0,2.0,0.0,4.0,0,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,3.7612001156935624,2,0.2,0.3134333429744635
0.92,6.0,1.0,4.0,3.0,1,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,5.808142489980444,1,0.35,0.8297346414257777
0.913,4.0,1.0,0.0,3.0,1,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,4.948759890378168,1,0.1,0.9897519780756336
0.91,3.0,0.0,0.0,2.0,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,5.209486152841421,0,0.0,1.3023715382103553
0.92,3.0,1.0,4.0,3.0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1.0,2.6390573296152584,0,0.35,0.6597643324038146
0.682,5.0,2.0,2.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,5.153291594497779,1,0.325,0.8588819324162965
0.92,10.0,1.0,4.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,3.8918202981106265,1,0.35,0.35380184528278424
0.802,9.0,1.0,3.0,3.0,0,0,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.5263605246161616,1,0.2875,0.35263605246161617
0.92,2.0,1.0,4.0,2.0,0,0,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,4.962844630259907,0,0.35,1.654281543419969
0.579,2.0,1.0,4.0,3.0,0,0,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.5553480614894135,0,0.35,1.1851160204964712
0.802,6.0,2.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,2.70805020110221,1,0.3875,0.3868643144431729
0.55,6.0,2.0,2.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,3.332204510175204,1,0.325,0.47602921573931484
0.55,8.0,1.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,3.2188758248682006,1,0.35,0.35765286942980007
0.878,21.0,1.0,0.0,4.0,1,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,5.017279836814924,2,0.1,0.22805817440067838
0.92,11.0,5.0,5.0,3.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,3.044522437723423,2,0.8125,0.2537102031436186
0.92,5.0,1.0,5.0,3.0,1,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,4.948759890378168,1,0.4125,0.8247933150630281
0.91,12.0,1.0,7.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.970291913552122,2,0.5375,0.30540707027324016
0.939,21.0,2.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,5.081404364984463,2,0.3875,0.23097292568111197
0.897,9.0,2.0,7.0,4.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,1.3862943611198906,1,0.6375,0.13862943611198905
0.624,2.0,2.0,1.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,1.0986122886681098,0,0.2625,0.3662040962227033
0.91,21.0,5.0,6.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.367295829986474,2,0.875,0.15305890136302155
0.754,21.0,4.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,3.8501476017100584,2,0.4,0.17500670916863903
0.855,8.0,1.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,5.351858133476067,1,0.2875,0.594650903719563
0.926,10.0,1.0,1.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.6109179126442243,1,0.1625,0.32826526478583856
0.949,4.0,1.0,0.0,3.0,1,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,5.081404364984463,1,0.1,1.0162808729968926
0.624,2.0,2.0,2.0,3.0,0,0,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,4.624972813284271,0,0.325,1.5416576044280903
0.926,6.0,1.0,3.0,4.0,1,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.8501476017100584,1,0.2875,0.5500210859585798
0.925,21.0,5.0,6.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.995732273553991,2,0.875,0.1361696487979087
0.624,3.0,2.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,3.295836866004329,0,0.45,0.8239592165010823
0.698,7.0,1.0,1.0,3.0,0,0,1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,4.51085950651685,1,0.1625,0.5638574383146062
0.8959999999999999,9.0,4.0,1.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.0943445622221,1,0.4625,0.40943445622221003
0.92,10.0,1.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0,5.564520407322694,1,0.2875,0.5058654915747903
0.624,11.0,5.0,3.0,3.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.31748811353631,2,0.6875,0.35979067612802584
0.91,21.0,2.0,4.0,5.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,3.044522437723423,2,0.45,0.13838738353288285
0.878,12.0,2.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.1972245773362196,2,0.45,0.1690172751797092
0.92,6.0,1.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.882801922586371,1,0.35,0.6975431317980529
0.836,7.0,1.0,0.0,4.0,1,1,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.828641396489095,1,0.1,0.4785801745611369
0.693,11.0,2.0,2.0,3.0,0,0,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.700480365792417,2,0.325,0.39170669714936807
0.855,3.0,1.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,4.2626798770413155,0,0.35,1.0656699692603289
0.92,21.0,5.0,4.0,3.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,2.8903717578961645,2,0.75,0.13138053444982567
0.92,15.0,1.0,3.0,4.0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.9512437185814275,2,0.2875,0.24695273241133922
0.92,6.0,3.0,3.0,3.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,4.110873864173311,1,0.4875,0.5872676948819017
0.893,21.0,5.0,6.0,5.0,0,0,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,1.6094379124341003,2,0.875,0.07315626874700455
0.926,12.0,5.0,4.0,3.0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.0794415416798357,2,0.75,0.15995704166767968
0.804,21.0,3.0,4.0,4.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,5.10594547390058,2,0.55,0.23208843063184456
